Rank	Game	Score	VoteCount	Years
214	Wreckfest	7.87	38308	2018
215	Dig or Die	7.87	4186	2018
216	Thronebreaker: The Witcher Tales	7.87	16473	2018
217	Synth Riders	7.87	1560	2018
218	Null Vector	7.87	271	2018
219	Dream Car Builder	7.87	1052	2018
220	Ultimate Fishing® Simulator	7.86	7739	2018
221	Re Angel	7.86	141	2018
222	Beneath The Surface	7.86	508	2018
223	El Tango de la Muerte	7.86	297	2018
224	I Walk Among Zombies Vol. 1 (Adult Version)	7.86	469	2018
225	Orion Sandbox Enhanced	7.86	801	2018
226	Supipara - Chapter 2 Spring Has Come!	7.86	100	2018
227	羽翼的祈愿 - Feather Of Praying	7.86	267	2018
228	Shan Gui II: Sweet Osmanthus II	7.86	517	2018
229	TANKS	7.86	236	2018
230	Maitetsu	7.86	362	2018
231	The Crooked Man	7.85	1054	2018
232	Marble It Up! Ultra	7.85	988	2018
233	Evenicle	7.85	1269	2018
234	Shaolin vs Wutang	7.85	993	2018
235	Candleman: The Complete Journey	7.85	1213	2018
236	Fatal Twelve	7.85	936	2018
237	Full Metal Furies	7.84	2805	2018
238	Dragon Cliff	7.84	7770	2018
239	Atelier Meruru ~The Apprentice of Arland~ DX	7.84	285	2018
240	Ys VIII: Lacrimosa of DANA	7.84	6180	2018
241	Human-powered spacecraft	7.84	718	2018
242	Kabounce	7.84	2494	2018
243	qop 3	7.84	484	2018
244	The Office Quest	7.83	798	2018
245	Through the Ages	7.83	2162	2018
246	Isoland 2 - Ashes of Time	7.83	290	2018
247	The Navigator	7.83	221	2018
248	東方憑依華　～ Antinomy of Common Flowers.	7.83	1919	2018
249	Jimmy and the Pulsating Mass	7.83	534	2018
250	Shooty Skies	7.83	1423	2018
1	People Playground	8.81	277571	2019
2	Slay the Spire	8.72	178551	2019
3	Katana ZERO	8.67	70242	2019
4	Resident Evil 2	8.65	170264	2019
5	A Short Hike	8.64	18634	2019
6	Oxygen Not Included	8.61	126955	2019
7	Phoenix Wright: Ace Attorney Trilogy	8.58	36515	2019
8	Grimm's Hollow	8.57	13756	2019
9	Sekiro™: Shadows Die Twice - GOTY Edition	8.56	317685	2019
10	Baba Is You	8.55	21580	2019
11	Devil May Cry 5	8.55	137342	2019
12	Tales of the Black Forest	8.5	13724	2019
13	Touhou Luna Nights	8.5	13932	2019
14	Kind Words (lo fi chill beats to write to)	8.49	8922	2019
15	Age of Empires II: Definitive Edition	8.49	159365	2019
16	Beat Saber	8.49	74394	2019
17	WolfQuest: Anniversary Edition	8.48	9883	2019
18	Unheard - Voices of Crime	8.47	31085	2019
19	Gravitas	8.45	6822	2019
20	Aokana - Four Rhythms Across the Blue	8.43	5714	2019
21	Streets of Rogue	8.42	21776	2019
22	My Friend Pedro	8.42	27249	2019
23	Kindergarten 2	8.41	4816	2019
24	Mindustry	8.41	21426	2019
25	missed messages.	8.39	15146	2019
26	Zup! F	8.39	8274	2019
27	Sayonara Wild Hearts	8.39	8259	2019
28	Bug Fables: The Everlasting Sapling	8.37	5370	2019
29	FIVE NIGHTS AT FREDDY'S: HELP WANTED	8.37	12402	2019
30	SpaceEngine	8.36	12306	2019
31	A Dance of Fire and Ice	8.36	72154	2019
32	Red Dead Redemption 2	8.35	706291	2019
33	NGU IDLE	8.35	11914	2019
34	异化之恶〇Abnormal Treatment	8.34	3493	2019
35	月影魅像-解放之羽-	8.34	3461	2019
36	Monster Girl Island: Prologue	8.34	17135	2019
37	Yakuza Kiwami 2	8.34	16353	2019
38	Hypnospace Outlaw	8.34	4724	2019
39	Derail Valley	8.33	7036	2019
40	Disco Elysium - The Final Cut	8.32	109664	2019
41	Pikuniku	8.32	9879	2019
42	Don't Escape: 4 Days to Survive	8.32	2221	2019
43	Halo: The Master Chief Collection	8.32	239665	2019
44	PC Building Simulator	8.31	51493	2019
45	Supraland	8.31	12964	2019
46	A Plague Tale: Innocence	8.31	62425	2019
47	Master Of Pottery	8.31	2808	2019
48	Tails Noir: Prologue	8.31	4131	2019
49	Fluffy Store	8.3	3566	2019
50	We Become What We Behold [Fan-Made Port]	8.3	5617	2019
51	MX Bikes	8.3	26463	2019
52	9-nine-:Episode 2	8.3	1536	2019
53	AVICII Invector	8.3	3283	2019
54	Bloodstained: Ritual of the Night	8.3	39231	2019
55	Pilgrims	8.29	4998	2019
56	Dream Ending	8.29	3079	2019
57	ISLANDERS	8.29	16235	2019
58	Blood™ Fresh Supply	8.28	6973	2019
59	One Finger Death Punch 2	8.28	4395	2019
60	TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II	8.28	2456	2019
61	Descenders	8.28	18818	2019
62	Cat Quest II	8.28	6195	2019
63	DOTOKOI / 像素男友	8.27	1096	2019
64	Neon Beats	8.27	6498	2019
65	The Coin Game	8.27	5313	2019
66	60 Seconds! Reatomized	8.27	16456	2019
67	Spyro™ Reignited Trilogy	8.26	20223	2019
68	Reventure	8.25	9101	2019
69	Yuppie Psycho: Executive Edition	8.25	8323	2019
70	No Time	8.24	1683	2019
71	Smile For Me	8.24	2761	2019
72	觅长生	8.24	27886	2019
73	EARTH DEFENSE FORCE 5	8.24	10672	2019
74	Otaku's Adventure	8.24	8333	2019
75	Tangle Tower	8.23	5136	2019
76	RED HOT VENGEANCE	8.23	3394	2019
77	Agent A: A puzzle in disguise	8.23	5415	2019
78	异常 | Exception	8.23	1659	2019
79	Later Alligator	8.22	2720	2019
80	Yakuza Kiwami	8.22	21498	2019
81	Necesse	8.22	16625	2019
82	BirdGut	8.22	4904	2019
83	inbento	8.22	1730	2019
84	Splitgate	8.21	111720	2019
85	Assetto Corsa Competizione	8.2	38190	2019
86	Don't Escape Trilogy	8.19	514	2019
87	The Good Time Garden	8.19	2679	2019
88	What Never Was	8.19	4934	2019
89	GORN	8.18	8140	2019
90	Trailmakers	8.18	27245	2019
91	旅燕归航 Swallow Homing	8.18	772	2019
92	BONEWORKS	8.18	35601	2019
93	Mushroom Cats	8.18	1615	2019
94	Project Arrhythmia	8.17	2364	2019
95	Gato Roboto	8.16	4490	2019
96	沉睡的法则 Things as They Are	8.16	1100	2019
97	I wanna be the Creator	8.16	2790	2019
98	DATE A LIVE: Rio Reincarnation	8.16	3486	2019
99	Touhou Kikeijuu ~ Wily Beast and Weakest Creature.	8.16	1013	2019
100	Tiny Snow	8.16	4095	2019
101	STEINS;GATE: My Darling's Embrace	8.15	1403	2019
102	Planet Zoo	8.15	86384	2019
103	My Time at Portia	8.15	43112	2019
104	The Jackbox Party Pack 6	8.15	2937	2019
105	APE OUT	8.15	3465	2019
106	FrostRunner	8.15	3406	2019
107	AMID EVIL	8.15	7080	2019
108	Kao the Kangaroo: Round 2 (2003 re-release)	8.14	7848	2019
109	The Political Process	8.14	1856	2019
110	Voxelgram	8.14	572	2019
111	祈風 Inorikaze	8.14	391	2019
112	Hentai Girl Karen	8.13	4427	2019
113	Hello Neighbor Alpha 2	8.13	3839	2019
114	Ultra Fight Da ! Kyanta 2	8.13	1152	2019
115	Zup! 9	8.13	1767	2019
116	Fantasy Girl	8.12	4749	2019
117	Deep Sleep Trilogy	8.12	591	2019
118	Spring Falls	8.12	931	2019
119	Frog Detective 2: The Case of the Invisible Wizard	8.12	1950	2019
120	Pistol Whip	8.12	4002	2019
121	Hentai Girl Fantasy	8.11	4071	2019
122	Touhou Fantasia / 东方梦想曲	8.11	1488	2019
123	Shotgun Farmers	8.11	9808	2019
124	STEINS;GATE: Linear Bounded Phenogram	8.11	938	2019
125	The Expression Amrilato	8.11	682	2019
126	DARQ: Complete Edition	8.1	3976	2019
127	沙雕之路	8.1	1009	2019
128	There is No GreenDam	8.1	1840	2019
129	人间 The Lost We Lost	8.1	2454	2019
130	Purrfect Apawcalypse: Purrgatory Furever	8.09	323	2019
131	TheoTown	8.09	3166	2019
132	Hot Lava	8.09	5780	2019
133	Swords & Souls: Neverseen	8.09	5253	2019
134	Muse Dash	8.08	118679	2019
135	Terminator: Resistance	8.08	16229	2019
136	LOVE³ -Love Cube-	8.08	2464	2019
137	CHAOS;CHILD	8.08	3204	2019
138	9-nine-:Episode 1	8.07	1560	2019
139	Little Misfortune	8.07	11920	2019
140	Metro Exodus	8.07	119534	2019
141	Golden Treasure: The Great Green	8.07	698	2019
142	The World is Your Weapon	8.07	642	2019
143	I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator	8.07	12578	2019
144	The Long Drive	8.06	46128	2019
145	Granny: Chapter Two	8.06	1382	2019
146	When the Darkness comes	8.06	8298	2019
147	逝去的回忆3：四叶草之梦	8.06	643	2019
148	Mutazione	8.05	1198	2019
149	Rain's love memory-雨的恋记	8.05	654	2019
150	Pathologic 2	8.05	10737	2019
151	Onimusha: Warlords	8.05	2724	2019
152	DRAGON QUEST BUILDERS™ 2	8.05	7115	2019
153	Fate/EXTELLA LINK	8.05	4516	2019
154	Rock Simulator	8.04	1629	2019
155	Unsung Warriors - Prologue	8.04	1418	2019
156	Shipped	8.04	614	2019
157	Blasphemous	8.04	50185	2019
158	Pizza Game	8.03	325	2019
159	Escape Lala - Retro Point and Click Adventure	8.03	325	2019
160	Baldr Sky	8.03	1409	2019
161	Clea	8.02	391	2019
162	Snakeybus	8.02	2419	2019
163	I Walk Among Zombies Vol. 2 (Adult Version)	8.02	242	2019
164	Super Jigsaw Puzzle: Generations	8.02	1011	2019
165	The Lar	8.02	1053	2019
166	ALIA’s CARNIVAL！	8.02	646	2019
167	Minion Masters	8.01	64820	2019
168	Trap Shrine	8.01	1602	2019
169	Forager	8.01	40584	2019
170	Zueirama	8.01	1387	2019
171	Wilmot's Warehouse	8.01	488	2019
172	Higurashi When They Cry Hou - Ch.7 Minagoroshi	8.01	504	2019
173	Transport Fever 2	8.01	26950	2019
174	AI: The Somnium Files	8.01	8220	2019
175	Seen	8.01	9663	2019
176	Tailor Tales	8	967	2019
177	Hashihime of the Old Book Town	8	475	2019
178	Swords and Sandals Classic Collection	8	2576	2019
179	绮罗四时谭	8	437	2019
180	Heart of the Woods	8	884	2019
181	STAR WARS Jedi: Fallen Order™	7.99	155965	2019
182	Coloring Game	7.99	3922	2019
183	while True: learn()	7.99	7523	2019
184	Tracks - The Train Set Game	7.99	1414	2019
185	SENRAN KAGURA Burst Re:Newal	7.99	2371	2019
186	EverStopped	7.99	421	2019
187	コイカツ！ / Koikatsu Party	7.98	5704	2019
188	Space Engineers	7.98	131663	2019
189	Whispers of a Machine	7.98	1805	2019
190	MO:Astray	7.98	4903	2019
191	Shepherd of Light	7.97	797	2019
192	Open World Game: the Open World Game	7.97	2487	2019
193	Digimon Story Cyber Sleuth: Complete Edition	7.97	10491	2019
194	Hello Neighbor Alpha 1	7.97	3413	2019
195	Mr. Hopp's Playhouse	7.97	1645	2019
196	I hate this game	7.96	2222	2019
197	Drift86	7.96	5958	2019
198	Hotel Sowls	7.96	562	2019
199	Fishy	7.96	1409	2019
200	Ion Fury	7.96	7678	2019
201	Winds of Change	7.96	559	2019
202	Mutilate-a-Doll 2	7.96	1735	2019
203	A Fisherman's Tale	7.96	1449	2019
204	The Song of Saya	7.95	6933	2019
205	Lovers of Aether	7.95	1558	2019
206	Himno	7.95	5755	2019
207	MageQuit	7.95	1296	2019
208	ChronoBreach	7.95	262	2019
209	Timeflow – Life Sim	7.94	1534	2019
210	Coloring Game: Little City	7.94	1054	2019
211	Tree Simulator 2020	7.94	483	2019
212	Glass Masquerade 2: Illusions	7.94	2947	2019
213	DEMON'S TILT	7.94	901	2019
214	Coloring Game: Pixel	7.94	202	2019
215	NekoMiko	7.94	434	2019
216	某1种青春	7.94	386	2019
217	Mortal Kombat 11	7.94	104885	2019
218	Anodyne 2: Return to Dust	7.93	736	2019
219	Legend of Keepers: Prologue	7.93	2365	2019
220	Jump King	7.93	12103	2019
221	Pretty Angel	7.93	3570	2019
222	Lords Of The Lockerroom	7.93	303	2019
223	Prince Maker美少年梦工厂3：重生	7.93	378	2019
224	Escape Lala 2 - Retro Point and Click Adventure	7.92	150	2019
225	If My Heart Had Wings -Flight Diary-	7.92	503	2019
226	Cricket 19	7.92	3708	2019
227	Breeders of the Nephelym: Alpha	7.92	9877	2019
228	No Time to Relax	7.92	2318	2019
229	When The Past Was Around - Prologue	7.91	677	2019
230	Air Marty	7.91	406	2019
231	Eve of Souls: Static Pod	7.91	501	2019
232	Love, Sam	7.91	527	2019
233	Dealer's Life	7.9	1261	2019
234	Intruder	7.9	6536	2019
235	eSail Sailing Simulator	7.9	729	2019
236	Micro Mages	7.9	399	2019
237	最后的47小时 - The Last 47 Hours	7.89	692	2019
238	DiRT Rally 2.0	7.89	43861	2019
239	Duck Season PC	7.89	976	2019
240	Pact with a witch	7.89	1657	2019
241	JermaSlots	7.89	564	2019
242	寄甡 Symbiotic Love	7.89	1601	2019
243	Lingua Fleur: Lily	7.89	208	2019
244	Blaster Master Zero	7.89	960	2019
245	Sakura no Mori † Dreamers 2	7.89	484	2019
246	Elsinore	7.89	332	2019
247	Barrage Musical ~ Basic Danmaku Tutorial ~ / 弹幕音乐绘 ~ 基础教学篇 ~	7.89	190	2019
248	Little Mouse's Encyclopedia	7.89	270	2019
249	Paunch	7.89	11135	2019
250	Dicey Dungeons	7.88	11040	2019
1	Hades	8.78	277914	2020
2	Deep Rock Galactic	8.72	338088	2020
3	Half-Life: Alyx	8.71	96418	2020
4	ULTRAKILL	8.71	160869	2020
5	Helltaker	8.69	124333	2020
6	The Henry Stickmin Collection	8.69	49757	2020
7	Factorio	8.67	212384	2020
8	Senren＊Banka	8.66	30473	2020
9	Phasmophobia	8.65	761333	2020
10	OMORI	8.62	78815	2020
11	ATRI -My Dear Moments-	8.61	20561	2020
12	Ori and the Will of the Wisps	8.6	135289	2020
13	Persona 4 Golden	8.6	76946	2020
14	Our Life: Beginnings & Always	8.57	12243	2020
15	There Is No Game: Wrong Dimension	8.56	23183	2020
16	Detroit: Become Human	8.55	162294	2020
17	Wobbly Life	8.51	26091	2020
18	Outer Wilds	8.5	81714	2020
19	Milk inside a bag of milk inside a bag of milk	8.5	29158	2020
20	Black Mesa	8.5	123966	2020
21	Virtual Cottage	8.48	10253	2020
22	The Test	8.48	19862	2020
23	The Walking Dead: The Telltale Definitive Series	8.48	28545	2020
24	Cube Escape Collection	8.46	6523	2020
25	Noita	8.46	77002	2020
26	Riddle Joker	8.46	6141	2020
27	Besiege	8.44	49406	2020
28	Post Void	8.44	10739	2020
29	Alba: A Wildlife Adventure	8.44	6503	2020
30	The Supper	8.43	4062	2020
31	Samsara Room	8.43	9003	2020
32	Desperados III	8.43	14362	2020
33	Baldi's Basics Plus	8.43	6938	2020
34	NEKOPARA Vol. 4	8.43	8573	2020
35	Spiritfarer®: Farewell Edition	8.43	44842	2020
36	The Test: Final Revelation	8.42	5340	2020
37	Marco & The Galaxy Dragon	8.42	6989	2020
38	Maitetsu:Last Run!!	8.42	4558	2020
39	Monster Train	8.42	21532	2020
40	The Test: Hypothesis Rising	8.42	5862	2020
41	Risk of Rain 2	8.41	308399	2020
42	Untitled Goose Game	8.4	21773	2020
43	Star Fetchers	8.4	7109	2020
44	Being a DIK - Season 1	8.4	11284	2020
45	shapez	8.39	13483	2020
46	Vampires' Melody	8.39	5338	2020
47	5D Chess With Multiverse Time Travel	8.38	8087	2020
48	Cats Organized Neatly	8.37	4352	2020
49	There Is No Game: Jam Edition 2015	8.37	6953	2020
50	Carto	8.37	8441	2020
51	Fireworks Mania - An Explosive Simulator	8.36	6552	2020
52	Epiphyllum in Love	8.35	2220	2020
53	The Room VR: A Dark Matter	8.35	3680	2020
54	Tukoni: Prologue	8.35	3809	2020
55	Monster Prom 2: Monster Camp	8.34	5887	2020
56	Superliminal	8.34	29799	2020
57	Yakuza: Like a Dragon	8.34	32640	2020
58	Zup! Z	8.33	4180	2020
59	Journey	8.33	33973	2020
60	The Pedestrian	8.33	5069	2020
61	CARRION	8.33	26650	2020
62	It Steals	8.32	2027	2020
63	Leaf Blower Revolution - Idle Game	8.31	24994	2020
64	Aokana - Four Rhythms Across the Blue - EXTRA1	8.31	1465	2020
65	The Jackbox Party Pack 7	8.31	4613	2020
66	Songs of Syx	8.31	5671	2020
67	Coloring Game 2	8.3	3491	2020
68	Hylics 2	8.3	2900	2020
69	Sakuya Izayoi Gives You Advice And Dabs	8.29	2266	2020
70	Songs for a Hero - Definitive Edition	8.29	4026	2020
71	DRAGON BALL Z: KAKAROT	8.28	54173	2020
72	Coffee Talk	8.28	11105	2020
73	像素女友	8.28	1367	2020
74	Manifold Garden	8.27	7085	2020
75	YOU and ME and HER: A Love Story	8.27	5281	2020
76	Poly Bridge 2	8.26	7703	2020
77	ShellShock Live	8.25	34769	2020
78	SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated	8.25	16584	2020
79	ARMORED HEAD	8.25	1209	2020
80	A Space For The Unbound - Prologue	8.25	1305	2020
81	Project Wingman	8.24	18905	2020
82	NOeSIS01_诉说谎言记忆物语	8.24	1397	2020
83	Kingdom Rush Vengeance - Tower Defense	8.23	9650	2020
84	Ostriv	8.23	6502	2020
85	Chronicon	8.23	9270	2020
86	泡沫冬景	8.22	4368	2020
87	a new life.	8.22	2230	2020
88	Some Some Convenience Store	8.22	3070	2020
89	坦率的小红帽和爱说谎的狼	8.22	1058	2020
90	Wingspan	8.22	10144	2020
91	The Riftbreaker: Prologue	8.22	4100	2020
92	Progressbar95	8.22	2858	2020
93	Boomerang Fu	8.21	2496	2020
94	When The Past Was Around	8.21	4011	2020
95	DOOM Eternal	8.21	202375	2020
96	Unrailed!	8.21	18545	2020
97	Creeper World 4	8.2	4275	2020
98	The Coma 2: Vicious Sisters	8.2	3184	2020
99	Flowers -Le volume sur automne-	8.2	696	2020
100	TROUBLESHOOTER: Abandoned Children	8.2	9083	2020
101	The Life and Suffering of Sir Brante — Chapter 1&2	8.2	2029	2020
102	The Procession to Calvary	8.2	1074	2020
103	Summer Memories	8.19	21387	2020
104	Spelunky 2	8.19	20256	2020
105	Creaks	8.19	4715	2020
106	Micro Platformer	8.19	1701	2020
107	Cyber Hook	8.19	3829	2020
108	Florence	8.18	14000	2020
109	Island Saver	8.18	3530	2020
110	LEWDAPOCALYPSE Hentai Evil	8.18	7276	2020
111	Into the Radius VR	8.18	10670	2020
112	A Summer's End - Hong Kong 1986	8.17	1934	2020
113	House	8.17	1913	2020
114	Kill It With Fire	8.17	4906	2020
115	Penko Park	8.17	573	2020
116	Soda Dungeon 2	8.17	5378	2020
117	Dictators:No Peace Countryballs	8.16	6045	2020
118	Propagation VR	8.16	5585	2020
119	CBT With Yuuka Kazami	8.16	1323	2020
120	Murder House	8.16	2100	2020
121	Streets of Rage 4	8.16	17723	2020
122	Tales From Off-Peak City Vol. 1	8.16	568	2020
123	Suzerain	8.16	8907	2020
124	Ghostrunner	8.15	62791	2020
125	Amairo Chocolate	8.15	835	2020
126	DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition	8.15	9837	2020
127	Vecter	8.15	2911	2020
128	Neighbours back From Hell	8.15	4234	2020
129	Mosaique Neko Waifus 2	8.15	2817	2020
130	Utawarerumono: Mask of Truth	8.15	1374	2020
131	恋爱绮谭~不存在的夏天~	8.14	2949	2020
132	Tiny Bunny: Prologue	8.14	2157	2020
133	DOOM 64	8.14	7587	2020
134	Roman's Christmas / 罗曼圣诞探案集	8.13	1468	2020
135	The White Door	8.13	5853	2020
136	Path of Giants	8.13	929	2020
137	Ninja Kiwi Archive	8.13	5388	2020
138	Shotgun Witch	8.13	1036	2020
139	One Step From Eden	8.13	7386	2020
140	UNREAL LIFE	8.13	1569	2020
141	Chicken Police - Paint it RED!	8.13	2246	2020
142	Adabana Odd Tales	8.12	894	2020
143	TheDawn	8.12	8612	2020
144	Crusader Kings III	8.12	123839	2020
145	Maiden and Spell	8.12	825	2020
146	Frog Fractions: Game of the Decade Edition	8.12	2550	2020
147	The Battle of Polytopia	8.12	5027	2020
148	Slap City	8.12	2861	2020
149	Littlewood	8.11	6638	2020
150	STORY OF SEASONS: Friends of Mineral Town	8.11	5269	2020
151	Friendship with Benefits	8.11	1565	2020
152	THE CORRIDOR	8.1	3087	2020
153	Loop-Loop DX	8.1	436	2020
154	Vibrant Venture	8.1	650	2020
155	Until You Fall	8.1	3208	2020
156	Last Evil	8.1	3471	2020
157	Return to Shironagasu Island	8.1	3446	2020
158	Mr.Mine	8.1	16866	2020
159	Sea of Thieves: 2025 Edition	8.1	352340	2020
160	Quaver	8.1	15359	2020
161	Children of Silentown: Prologue	8.1	1040	2020
162	Space Bear	8.09	449	2020
163	WHAT THE GOLF?	8.09	4220	2020
164	Shady Part of Me	8.09	2593	2020
165	千面 Melancholy Love	8.09	2126	2020
166	Making*Lovers	8.09	647	2020
167	Destroy All Humans!	8.09	10770	2020
168	ONE PIECE: PIRATE WARRIORS 4	8.08	19713	2020
169	Mushroom Cats 2	8.08	557	2020
170	Coloring Game 3	8.08	1501	2020
171	Zniw Adventure	8.07	271	2020
172	High Entropy: Challenges	8.07	1199	2020
173	秘封旅行 ~ Secret Sealing Travel	8.07	242	2020
174	Liquidators	8.07	1095	2020
175	Automobilista 2	8.07	10737	2020
176	MetaWare High School (Demo)	8.07	676	2020
177	狐の旅路	8.06	1483	2020
178	Nyakori's Rabbit Doll	8.06	1311	2020
179	Mosaique Neko Waifus 3	8.06	2044	2020
180	Timelie	8.06	2396	2020
181	Cross Princess	8.06	915	2020
182	A Monster's Expedition	8.06	1312	2020
183	Command & Conquer™ Remastered Collection	8.05	32681	2020
184	At Dead Of Night	8.05	2814	2020
185	Fatum Betula	8.05	829	2020
186	他人世界末 On-looker	8.05	2794	2020
187	Perfect Vermin	8.05	3626	2020
188	Bright Memory	8.04	32659	2020
189	Monster Sanctuary	8.04	11163	2020
190	art of rally	8.04	5369	2020
191	Spice&Wolf VR2	8.04	614	2020
192	Metel - Horror Escape	8.04	2106	2020
193	THE LONGING	8.04	6663	2020
194	One Dreamer: Prologue	8.04	795	2020
195	Hidden Through Time	8.04	2770	2020
196	Red Planet Farming	8.04	823	2020
197	Paradise Killer	8.03	3966	2020
198	Parkasaurus	8.03	2997	2020
199	Stormworks: Build and Rescue	8.03	52197	2020
200	The Confession	8.03	1009	2020
201	Rival Stars Horse Racing: Desktop Edition	8.03	4169	2020
202	Aground	8.03	1815	2020
203	My Vow to My Liege	8.03	3922	2020
204	My Name is Mayo 2	8.02	407	2020
205	Atomicrops	8.02	5510	2020
206	Clam Man 2: Open Mic	8.02	439	2020
207	SHEEPO	8.01	438	2020
208	Full Service	8.01	523	2020
209	Ato	8.01	417	2020
210	Horizon's Gate	8.01	1136	2020
211	Hex of Steel	8.01	567	2020
212	UnderMine	8.01	9018	2020
213	Pretty Neko	8.01	3060	2020
214	Sakuna: Of Rice and Ruin	8.01	5369	2020
215	From Frontier	8.01	334	2020
216	A Shopping Trip to Eklan Tor	8	229	2020
217	Saiko no sutoka	8	3388	2020
218	FOOTSIES Rollback Edition	8	510	2020
219	Half-Life: Alyx - Final Hours	8	878	2020
220	Cat in the Box	8	1349	2020
221	Crystal Caves HD	8	288	2020
222	Touhou Kikamu ~ Elegant Impermanence of Sakura	8	466	2020
223	黑色花与红山羊 / Black Datura & Red Goat	7.99	547	2020
224	Touhou Blooming Chaos 2	7.99	2533	2020
225	DDNet	7.99	35876	2020
226	Heroes of the Three Kingdoms 2	7.99	1701	2020
227	Trials of Mana	7.98	5416	2020
228	BROK the InvestiGator - Prologue	7.98	291	2020
229	像素男友 语音完整版	7.98	346	2020
230	Nocturne: Prelude	7.98	397	2020
231	BPM: BULLETS PER MINUTE	7.98	11047	2020
232	House of Detention	7.98	10431	2020
233	노베나 디아볼로스	7.98	1538	2020
234	CATch the Stars	7.97	373	2020
235	Ken ga Kimi	7.97	1037	2020
236	Pumpkin Jack	7.97	7737	2020
237	Friendly Fire	7.97	1020	2020
238	Kingdoms Reborn	7.97	9015	2020
239	Togainu no Chi ~Lost Blood~	7.97	435	2020
240	Tonight We Riot	7.97	543	2020
241	Holdfast: Nations At War	7.97	24859	2020
242	Puppy Cross	7.97	279	2020
243	港詭實錄ParanormalHK	7.97	18737	2020
244	Mixolumia	7.97	259	2020
245	Intergalactic Fishing	7.96	296	2020
246	Golf Around!	7.96	1048	2020
247	Petal Crash	7.96	277	2020
248	Summer Paws	7.96	414	2020
249	東方催狐譚 ～ Servants of Harvest Wish	7.96	381	2020
250	Rainy Season	7.96	533	2020
1	Totally Accurate Battle Simulator	8.7	134133	2021
2	Dyson Sphere Program	8.65	84443	2021
3	Inscryption	8.63	129727	2021
4	Firework	8.61	41260	2021
5	Rhythm Doctor	8.6	21034	2021
6	Touhou Mystia's Izakaya	8.58	27585	2021
7	The Room 4: Old Sins	8.58	16036	2021
8	Cookie Clicker	8.57	78077	2021
9	TOEM: A Photo Adventure	8.55	7939	2021
10	Before Your Eyes	8.54	16959	2021
11	It Takes Two	8.53	212441	2021
12	Resident Evil Village	8.52	117479	2021
13	Clone Drone in the Danger Zone	8.51	32321	2021
14	Valheim	8.51	494264	2021
15	Project Kat - Paper Lily Prologue	8.51	5245	2021
16	Doki Doki Literature Club Plus!	8.5	27086	2021
